id_disciplina;ano;semestre;turma;id_aluno;nota;aprovado
1110305;2024;1;2;2023111008;0.3;0
1110401;2024;2;2;2023111008;8.6;1
1110402;2024;2;2;2023111008;6.1;1
1110403;2024;2;2;2023111008;3.9;0
1110404;2024;2;2;2023111008;7.3;1
1110501;2025;1;2;2023111008;8.5;1
1110502;2025;1;2;2023111008;7.7;1
1110504;2025;1;2;2023111008;7.4;1
1110601;2025;2;2;2023111008;6.2;1
1110602;2025;2;2;2023111008;6.6;1
1110604;2025;2;2;2023111008;7.1;1
1110701;2026;1;2;2023111008;6.9;1
1110702;2026;1;2;2023111008;8.3;1
1110704;2026;1;2;2023111008;6.1;1
1110801;2026;2;2;2023111008;6.1;1
1110802;2026;2;2;2023111008;6.1;1
1110804;2026;2;2;2023111008;6.5;1
1110101;2023;1;1;2023111009;8.9;1
1110102;2023;1;1;2023111009;6.2;1
1110103;2023;1;1;2023111009;7.8;1
1110104;2023;1;1;2023111009;9.3;1
1110105;2023;1;1;2023111009;8.0;1
1110201;2023;2;1;2023111009;6.7;1
1110202;2023;2;1;2023111009;8.8;1
1110203;2023;2;1;2023111009;8.4;1
1110204;2023;2;1;2023111009;6.7;1
1110205;2023;2;1;2023111009;6.5;1
1110301;2024;1;1;2023111009;6.1;1
1110302;2024;1;1;2023111009;9.5;1
1110303;2024;1;1;2023111009;6.1;1
1110304;2024;1;1;2023111009;6.1;1
1110305;2024;1;1;2023111009;9.2;1
1110401;2024;2;1;2023111009;9.7;1
1110402;2024;2;1;2023111009;6.4;1
1110403;2024;2;1;2023111009;6.6;1
1110404;2024;2;1;2023111009;9.6;1
1110405;2024;2;1;2023111009;6.1;1
1110501;2025;1;1;2023111009;3.0;0
1110502;2025;1;1;2023111009;9.1;1
1110503;2025;1;1;2023111009;6.1;1
1110504;2025;1;1;2023111009;8.3;1
1110505;2025;1;1;2023111009;6.1;1
1110602;2025;2;1;2023111009;6.1;1
1110603;2025;2;1;2023111009;8.9;1
1110604;2025;2;1;2023111009;9.4;1
1110605;2025;2;1;2023111009;6.1;1
1110702;2026;1;1;2023111009;9.2;1
1110703;2026;1;1;2023111009;9.1;1
1110704;2026;1;1;2023111009;6.5;1
1110705;2026;1;1;2023111009;8.4;1
1110802;2026;2;1;2023111009;8.4;1
1110803;2026;2;1;2023111009;6.1;1
1110804;2026;2;1;2023111009;1.3;0
1110101;2023;1;3;2023111010;8.0;1
1110102;2023;1;3;2023111010;9.1;1
1110103;2023;1;3;2023111010;8.1;1
1110104;2023;1;3;2023111010;9.0;1
1110105;2023;1;3;2023111010;8.3;1
1110201;2023;2;2;2023111010;6.9;1
1110202;2023;2;2;2023111010;8.1;1
1110203;2023;2;2;2023111010;9.6;1
1110204;2023;2;2;2023111010;7.5;1
1110205;2023;2;2;2023111010;7.0;1
1110301;2024;1;2;2023111010;9.5;1
1110302;2024;1;2;2023111010;9.9;1
1110303;2024;1;2;2023111010;9.0;1
1110304;2024;1;2;2023111010;9.2;1
1110305;2024;1;2;2023111010;8.7;1
1110401;2024;2;2;2023111010;6.7;1
1110402;2024;2;2;2023111010;8.6;1
1110403;2024;2;2;2023111010;3.5;0
1110404;2024;2;2;2023111010;9.3;1
1110405;2024;2;2;2023111010;2.0;0
1110501;2025;1;2;2023111010;7.3;1
1110502;2025;1;2;2023111010;8.9;1
1110504;2025;1;2;2023111010;8.6;1
1110101;2023;1;1;2023111011;4.0;0
1110102;2023;1;1;2023111011;6.1;1
1110103;2023;1;1;2023111011;6.1;1
1110104;2023;1;1;2023111011;8.4;1
1110105;2023;1;1;2023111011;6.8;1
1110101;2023;1;3;2023111012;7.4;1
1110102;2023;1;3;2023111012;6.3;1
1110103;2023;1;3;2023111012;6.8;1
1110104;2023;1;3;2023111012;7.7;1
1110105;2023;1;3;2023111012;9.5;1
1110201;2023;2;2;2023111012;6.1;1
1110202;2023;2;2;2023111012;6.8;1
1110203;2023;2;2;2023111012;9.9;1
1110204;2023;2;2;2023111012;6.3;1
1110205;2023;2;2;2023111012;9.5;1
1110301;2024;1;2;2023111012;8.6;1
1110302;2024;1;2;2023111012;9.5;1
1110303;2024;1;2;2023111012;8.9;1
1110304;2024;1;2;2023111012;7.1;1
1110305;2024;1;2;2023111012;8.2;1
1110401;2024;2;2;2023111012;7.7;1
1110402;2024;2;2;2023111012;6.1;1
1110403;2024;2;2;2023111012;6.1;1
1110404;2024;2;2;2023111012;7.3;1
1110405;2024;2;2;2023111012;8.8;1
1110501;2025;1;2;2023111012;8.1;1
1110502;2025;1;2;2023111012;6.9;1
1110503;2025;1;2;2023111012;7.7;1
1110504;2025;1;2;2023111012;9.3;1
1110505;2025;1;2;2023111012;9.9;1
1110601;2025;2;2;2023111012;1.3;0
1110602;2025;2;2;2023111012;6.1;1
1110603;2025;2;2;2023111012;10.0;1
1110604;2025;2;2;2023111012;7.4;1
1110605;2025;2;2;2023111012;6.1;1
1110702;2026;1;2;2023111012;6.1;1
1110703;2026;1;2;2023111012;8.1;1
1110704;2026;1;2;2023111012;7.1;1
1110705;2026;1;2;2023111012;7.4;1
1110802;2026;2;2;2023111012;8.7;1
1110803;2026;2;2;2023111012;8.2;1
1110804;2026;2;2;2023111012;6.1;1
1110101;2023;1;1;2023111013;8.0;1
1110102;2023;1;1;2023111013;9.8;1
1110103;2023;1;1;2023111013;8.4;1
1110104;2023;1;1;2023111013;8.5;1
1110105;2023;1;1;2023111013;6.4;1
1110201;2023;2;1;2023111013;9.5;1
1110202;2023;2;1;2023111013;6.1;1
1110203;2023;2;1;2023111013;8.8;1
1110204;2023;2;1;2023111013;8.5;1
1110205;2023;2;1;2023111013;8.7;1
1110301;2024;1;1;2023111013;6.1;1
1110302;2024;1;1;2023111013;6.5;1
1110303;2024;1;1;2023111013;3.4;0
1110304;2024;1;1;2023111013;8.8;1
1110305;2024;1;1;2023111013;4.6;0
1110401;2024;2;1;2023111013;6.1;1
1110402;2024;2;1;2023111013;7.6;1
1110404;2024;2;1;2023111013;6.5;1
1110101;2023;1;3;2023111014;6.8;1
1110102;2023;1;3;2023111014;7.8;1
1110103;2023;1;3;2023111014;4.5;0
1110104;2023;1;3;2023111014;9.1;1
1110105;2023;1;3;2023111014;8.8;1
1110201;2023;2;2;2023111014;7.9;1
1110202;2023;2;2;2023111014;6.4;1
1110204;2023;2;2;2023111014;6.1;1
1110205;2023;2;2;2023111014;9.0;1
1110301;2024;1;2;2023111014;6.1;1
1110302;2024;1;2;2023111014;6.1;1
1110304;2024;1;2;2023111014;6.5;1
1110305;2024;1;2;2023111014;6.1;1
1110401;2024;2;2;2023111014;6.1;1
1110402;2024;2;2;2023111014;7.4;1
1110404;2024;2;2;2023111014;7.4;1
1110405;2024;2;2;2023111014;6.1;1
1110501;2025;1;2;2023111014;8.2;1
1110502;2025;1;2;2023111014;7.7;1
1110504;2025;1;2;2023111014;6.5;1
1110505;2025;1;2;2023111014;2.6;0
1110601;2025;2;2;2023111014;6.1;1
1110602;2025;2;2;2023111014;9.8;1
1110604;2025;2;2;2023111014;8.9;1
1110701;2026;1;2;2023111014;8.4;1
1110702;2026;1;2;2023111014;8.5;1
1110704;2026;1;2;2023111014;8.9;1
1110801;2026;2;2;2023111014;6.2;1
1110802;2026;2;2;2023111014;8.3;1
1110804;2026;2;2;2023111014;9.7;1
1110101;2023;1;3;2023111015;6.1;1
1110102;2023;1;3;2023111015;7.9;1
1110103;2023;1;3;2023111015;7.2;1
1110104;2023;1;3;2023111015;1.3;0
1110105;2023;1;3;2023111015;2.2;0
1110201;2023;2;2;2023111015;7.8;1
1110202;2023;2;2;2023111015;8.9;1
1110203;2023;2;2;2023111015;8.6;1
1110301;2024;1;2;2023111015;6.7;1
1110302;2024;1;2;2023111015;9.4;1
1110303;2024;1;2;2023111015;8.5;1
1110401;2024;2;2;2023111015;1.6;0
1110402;2024;2;2;2023111015;9.6;1
1110403;2024;2;2;2023111015;9.1;1
1110502;2025;1;2;2023111015;1.7;0
1110503;2025;1;2;2023111015;6.1;1
1110603;2025;2;2;2023111015;6.6;1
1110703;2026;1;2;2023111015;6.1;1
1110803;2026;2;2;2023111015;7.7;1
1110101;2023;1;1;2023111016;0.6;0
1110102;2023;1;1;2023111016;0.9;0
1110103;2023;1;1;2023111016;6.5;1
1110104;2023;1;1;2023111016;6.4;1
1110105;2023;1;1;2023111016;8.1;1
1110203;2023;2;1;2023111016;9.0;1
1110204;2023;2;1;2023111016;6.1;1
1110205;2023;2;1;2023111016;6.5;1
1110303;2024;1;1;2023111016;8.9;1
1110304;2024;1;1;2023111016;7.5;1
1110305;2024;1;1;2023111016;8.2;1
1110403;2024;2;1;2023111016;9.0;1
1110404;2024;2;1;2023111016;6.1;1
1110405;2024;2;1;2023111016;6.1;1
1110503;2025;1;1;2023111016;7.3;1
1110504;2025;1;1;2023111016;7.0;1
1110505;2025;1;1;2023111016;6.1;1
1110603;2025;2;1;2023111016;7.2;1
1110604;2025;2;1;2023111016;9.1;1
1110605;2025;2;1;2023111016;6.5;1
1110703;2026;1;1;2023111016;6.1;1
1110704;2026;1;1;2023111016;6.7;1
1110705;2026;1;1;2023111016;6.3;1
1110803;2026;2;1;2023111016;7.5;1
1110804;2026;2;1;2023111016;7.2;1
1110101;2023;1;3;2023111017;4.0;0
1110102;2023;1;3;2023111017;6.1;1
1110103;2023;1;3;2023111017;8.7;1
1110104;2023;1;3;2023111017;8.6;1
1110105;2023;1;3;2023111017;6.1;1
1110202;2023;2;2;2023111017;7.8;1
1110203;2023;2;2;2023111017;6.1;1
1110204;2023;2;2;2023111017;9.8;1
1110205;2023;2;2;2023111017;8.5;1
1110302;2024;1;2;2023111017;7.4;1
1110303;2024;1;2;2023111017;6.1;1
1110304;2024;1;2;2023111017;8.2;1
1110305;2024;1;2;2023111017;6.1;1
1110402;2024;2;2;2023111017;9.2;1
1110403;2024;2;2;2023111017;1.6;0
1110404;2024;2;2;2023111017;6.7;1
1110405;2024;2;2;2023111017;9.0;1
1110502;2025;1;2;2023111017;8.4;1
1110504;2025;1;2;2023111017;6.1;1
1110505;2025;1;2;2023111017;8.0;1
1110602;2025;2;2;2023111017;7.2;1
1110604;2025;2;2;2023111017;9.6;1
1110605;2025;2;2;2023111017;8.3;1
1110702;2026;1;2;2023111017;6.1;1
1110704;2026;1;2;2023111017;6.1;1
1110705;2026;1;2;2023111017;9.5;1
1110802;2026;2;2;2023111017;9.6;1
1110804;2026;2;2;2023111017;8.3;1
1110101;2023;1;1;2023111018;9.7;1
1110102;2023;1;1;2023111018;6.6;1
1110103;2023;1;1;2023111018;6.5;1
1110104;2023;1;1;2023111018;6.1;1
1110105;2023;1;1;2023111018;8.8;1
1110201;2023;2;1;2023111018;6.1;1
1110202;2023;2;1;2023111018;6.1;1
1110203;2023;2;1;2023111018;9.6;1
1110204;2023;2;1;2023111018;9.6;1
1110205;2023;2;1;2023111018;8.0;1
1110301;2024;1;1;2023111018;6.1;1
1110302;2024;1;1;2023111018;6.6;1
1110303;2024;1;1;2023111018;9.9;1
1110304;2024;1;1;2023111018;9.6;1
1110305;2024;1;1;2023111018;6.1;1
1110401;2024;2;1;2023111018;8.0;1
1110402;2024;2;1;2023111018;6.4;1
1110403;2024;2;1;2023111018;2.8;0
1110404;2024;2;1;2023111018;7.7;1
1110405;2024;2;1;2023111018;8.2;1
1110501;2025;1;1;2023111018;6.4;1
1110502;2025;1;1;2023111018;8.9;1
1110504;2025;1;1;2023111018;8.3;1
1110505;2025;1;1;2023111018;9.6;1
1110601;2025;2;1;2023111018;6.1;1
1110602;2025;2;1;2023111018;8.6;1
1110604;2025;2;1;2023111018;6.8;1
1110605;2025;2;1;2023111018;9.5;1
1110701;2026;1;1;2023111018;7.2;1
1110702;2026;1;1;2023111018;9.5;1
1110704;2026;1;1;2023111018;6.8;1
1110705;2026;1;1;2023111018;9.1;1
1110801;2026;2;1;2023111018;6.9;1
1110802;2026;2;1;2023111018;9.8;1
1110804;2026;2;1;2023111018;9.4;1
1110101;2023;1;1;2023111019;7.4;1
1110102;2023;1;1;2023111019;6.2;1
1110103;2023;1;1;2023111019;8.8;1
1110104;2023;1;1;2023111019;6.1;1
1110105;2023;1;1;2023111019;8.7;1
1110201;2023;2;1;2023111019;7.3;1
1110202;2023;2;1;2023111019;6.6;1
1110203;2023;2;1;2023111019;6.1;1
1110204;2023;2;1;2023111019;6.1;1
1110205;2023;2;1;2023111019;7.1;1
1110301;2024;1;1;2023111019;9.6;1
1110302;2024;1;1;2023111019;8.6;1
1110303;2024;1;1;2023111019;9.3;1
1110304;2024;1;1;2023111019;6.1;1
1110305;2024;1;1;2023111019;6.1;1
1110401;2024;2;1;2023111019;6.2;1
1110402;2024;2;1;2023111019;8.5;1
1110403;2024;2;1;2023111019;9.6;1
1110404;2024;2;1;2023111019;6.4;1
1110405;2024;2;1;2023111019;8.6;1
1110501;2025;1;1;2023111019;6.1;1
1110502;2025;1;1;2023111019;6.1;1
1110503;2025;1;1;2023111019;6.1;1
1110504;2025;1;1;2023111019;8.4;1
1110505;2025;1;1;2023111019;1.2;0
1110601;2025;2;1;2023111019;7.2;1
1110602;2025;2;1;2023111019;7.7;1
1110603;2025;2;1;2023111019;9.9;1
1110604;2025;2;1;2023111019;7.1;1
1110701;2026;1;1;2023111019;6.3;1
1110702;2026;1;1;2023111019;6.1;1
1110703;2026;1;1;2023111019;9.1;1
1110704;2026;1;1;2023111019;8.0;1
1110801;2026;2;1;2023111019;6.1;1
1110802;2026;2;1;2023111019;8.7;1
1110803;2026;2;1;2023111019;8.7;1
1110804;2026;2;1;2023111019;8.8;1
1110101;2023;1;3;2023111020;6.1;1
1110102;2023;1;3;2023111020;7.0;1
1110103;2023;1;3;2023111020;6.1;1
1110104;2023;1;3;2023111020;8.3;1
1110105;2023;1;3;2023111020;8.6;1
1110201;2023;2;2;2023111020;9.1;1
1110202;2023;2;2;2023111020;9.0;1
1110203;2023;2;2;2023111020;9.6;1
1110204;2023;2;2;2023111020;9.6;1
1110205;2023;2;2;2023111020;6.1;1
1110301;2024;1;2;2023111020;9.4;1
1110302;2024;1;2;2023111020;9.8;1
1110303;2024;1;2;2023111020;8.7;1
1110304;2024;1;2;2023111020;7.6;1
1110305;2024;1;2;2023111020;9.1;1
1110401;2024;2;2;2023111020;6.1;1
1110402;2024;2;2;2023111020;6.5;1
1110403;2024;2;2;2023111020;6.4;1
1110404;2024;2;2;2023111020;6.1;1
1110405;2024;2;2;2023111020;6.4;1
1110101;2023;1;1;2023111021;10.0;1
1110102;2023;1;1;2023111021;9.3;1
1110103;2023;1;1;2023111021;6.1;1
1110104;2023;1;1;2023111021;6.2;1
1110105;2023;1;1;2023111021;7.7;1
1110201;2023;2;1;2023111021;7.8;1
1110202;2023;2;1;2023111021;6.1;1
1110203;2023;2;1;2023111021;8.3;1
1110204;2023;2;1;2023111021;6.1;1
1110205;2023;2;1;2023111021;6.1;1
1110301;2024;1;1;2023111021;6.1;1
1110302;2024;1;1;2023111021;6.1;1
1110303;2024;1;1;2023111021;7.9;1
1110304;2024;1;1;2023111021;0.6;0
1110305;2024;1;1;2023111021;6.6;1
1110401;2024;2;1;2023111021;8.6;1
1110402;2024;2;1;2023111021;6.5;1
1110403;2024;2;1;2023111021;10.0;1
1110405;2024;2;1;2023111021;6.1;1
1110501;2025;1;1;2023111021;9.0;1
1110502;2025;1;1;2023111021;6.8;1
1110503;2025;1;1;2023111021;7.5;1
1110505;2025;1;1;2023111021;6.6;1
1110601;2025;2;1;2023111021;6.2;1
1110602;2025;2;1;2023111021;6.1;1
1110603;2025;2;1;2023111021;7.4;1
1110605;2025;2;1;2023111021;8.9;1
1110701;2026;1;1;2023111021;1.2;0
1110702;2026;1;1;2023111021;6.8;1
1110703;2026;1;1;2023111021;9.7;1
1110705;2026;1;1;2023111021;8.6;1
1110802;2026;2;1;2023111021;9.2;1
1110803;2026;2;1;2023111021;0.2;0
1110101;2023;1;3;2023111022;8.7;1
1110102;2023;1;3;2023111022;8.2;1
1110103;2023;1;3;2023111022;3.2;0
1110104;2023;1;3;2023111022;6.1;1
1110105;2023;1;3;2023111022;8.0;1
1110201;2023;2;2;2023111022;6.2;1
1110202;2023;2;2;2023111022;7.3;1
1110204;2023;2;2;2023111022;7.8;1
1110205;2023;2;2;2023111022;6.1;1
1110301;2024;1;2;2023111022;7.5;1
1110302;2024;1;2;2023111022;6.1;1
1110304;2024;1;2;2023111022;9.3;1
1110305;2024;1;2;2023111022;9.2;1
1110401;2024;2;2;2023111022;6.2;1
1110402;2024;2;2;2023111022;6.4;1
1110404;2024;2;2;2023111022;6.2;1
1110405;2024;2;2;2023111022;6.7;1
1110501;2025;1;2;2023111022;6.1;1
1110502;2025;1;2;2023111022;8.9;1
1110504;2025;1;2;2023111022;6.1;1
1110505;2025;1;2;2023111022;6.5;1
1110601;2025;2;2;2023111022;9.2;1
1110602;2025;2;2;2023111022;6.9;1
1110604;2025;2;2;2023111022;8.5;1
1110605;2025;2;2;2023111022;9.3;1
1110701;2026;1;2;2023111022;6.1;1
1110702;2026;1;2;2023111022;7.8;1
1110704;2026;1;2;2023111022;6.3;1
1110705;2026;1;2;2023111022;6.1;1
1110801;2026;2;2;2023111022;8.5;1
1110802;2026;2;2;2023111022;0.9;0
1110804;2026;2;2;2023111022;6.2;1
1110101;2023;1;1;2023111023;6.6;1
1110102;2023;1;1;2023111023;9.2;1
1110103;2023;1;1;2023111023;7.0;1
1110104;2023;1;1;2023111023;6.1;1
1110105;2023;1;1;2023111023;8.6;1
1110201;2023;2;1;2023111023;7.3;1
1110202;2023;2;1;2023111023;6.1;1
1110203;2023;2;1;2023111023;1.9;0
1110204;2023;2;1;2023111023;6.7;1
1110205;2023;2;1;2023111023;7.9;1
1110301;2024;1;1;2023111023;8.6;1
1110302;2024;1;1;2023111023;8.1;1
1110304;2024;1;1;2023111023;9.6;1
1110305;2024;1;1;2023111023;7.3;1
1110401;2024;2;1;2023111023;6.1;1
1110402;2024;2;1;2023111023;8.7;1
1110404;2024;2;1;2023111023;6.4;1
1110405;2024;2;1;2023111023;6.1;1
1110501;2025;1;1;2023111023;9.0;1
1110502;2025;1;1;2023111023;9.8;1
1110504;2025;1;1;2023111023;6.1;1
1110505;2025;1;1;2023111023;7.7;1
1110601;2025;2;1;2023111023;0.0;0
1110602;2025;2;1;2023111023;8.2;1
1110604;2025;2;1;2023111023;6.1;1
1110605;2025;2;1;2023111023;8.1;1
1110702;2026;1;1;2023111023;4.7;0
1110704;2026;1;1;2023111023;6.9;1
1110705;2026;1;1;2023111023;9.1;1
1110804;2026;2;1;2023111023;8.8;1
1110101;2023;1;1;2023111024;6.1;1
1110102;2023;1;1;2023111024;6.5;1
1110103;2023;1;1;2023111024;9.3;1
1110104;2023;1;1;2023111024;8.0;1
1110105;2023;1;1;2023111024;6.1;1
1110201;2023;2;1;2023111024;8.3;1
1110202;2023;2;1;2023111024;1.5;0
1110203;2023;2;1;2023111024;6.1;1
1110204;2023;2;1;2023111024;7.2;1
1110205;2023;2;1;2023111024;9.8;1
1110301;2024;1;1;2023111024;6.7;1
1110303;2024;1;1;2023111024;9.3;1
1110304;2024;1;1;2023111024;9.9;1
1110305;2024;1;1;2023111024;6.3;1
1110401;2024;2;1;2023111024;6.1;1
1110403;2024;2;1;2023111024;9.1;1
1110404;2024;2;1;2023111024;7.2;1
1110405;2024;2;1;2023111024;9.5;1
1110501;2025;1;1;2023111024;6.8;1
1110503;2025;1;1;2023111024;7.5;1
1110504;2025;1;1;2023111024;6.1;1
1110505;2025;1;1;2023111024;7.0;1
1110601;2025;2;1;2023111024;6.7;1
1110603;2025;2;1;2023111024;7.8;1
1110604;2025;2;1;2023111024;6.4;1
1110605;2025;2;1;2023111024;9.6;1
1110701;2026;1;1;2023111024;9.4;1
1110703;2026;1;1;2023111024;3.9;0
1110704;2026;1;1;2023111024;6.2;1
1110705;2026;1;1;2023111024;4.2;0
1110801;2026;2;1;2023111024;6.5;1
1110804;2026;2;1;2023111024;6.1;1
1110101;2023;1;3;2023111025;1.8;0
1110102;2023;1;3;2023111025;9.7;1
1110103;2023;1;3;2023111025;7.0;1
1110104;2023;1;3;2023111025;9.5;1
1110105;2023;1;3;2023111025;0.9;0
1110202;2023;2;2;2023111025;10.0;1
1110203;2023;2;2;2023111025;8.1;1
1110204;2023;2;2;2023111025;7.8;1
1110302;2024;1;2;2023111025;6.3;1
1110303;2024;1;2;2023111025;6.2;1
1110304;2024;1;2;2023111025;8.9;1
1110402;2024;2;2;2023111025;6.9;1
1110403;2024;2;2;2023111025;9.4;1
1110404;2024;2;2;2023111025;8.5;1
1110502;2025;1;2;2023111025;7.8;1
1110503;2025;1;2;2023111025;9.8;1
1110504;2025;1;2;2023111025;2.3;0
1110101;2023;1;3;2023111026;6.1;1
1110102;2023;1;3;2023111026;8.5;1
1110103;2023;1;3;2023111026;7.7;1
1110104;2023;1;3;2023111026;8.6;1
1110105;2023;1;3;2023111026;3.7;0
1110201;2023;2;2;2023111026;2.2;0
1110202;2023;2;2;2023111026;9.3;1
1110203;2023;2;2;2023111026;7.2;1
1110204;2023;2;2;2023111026;8.5;1
1110302;2024;1;2;2023111026;6.1;1
1110303;2024;1;2;2023111026;9.6;1
1110304;2024;1;2;2023111026;6.1;1
1110402;2024;2;2;2023111026;4.3;0
1110403;2024;2;2;2023111026;6.1;1
1110404;2024;2;2;2023111026;9.3;1
1110101;2023;1;1;2023111027;9.3;1
1110102;2023;1;1;2023111027;6.6;1
1110103;2023;1;1;2023111027;6.4;1
1110104;2023;1;1;2023111027;7.4;1
1110105;2023;1;1;2023111027;6.1;1
1110201;2023;2;1;2023111027;9.6;1
1110202;2023;2;1;2023111027;9.2;1
1110203;2023;2;1;2023111027;4.8;0
1110204;2023;2;1;2023111027;7.7;1
1110205;2023;2;1;2023111027;9.2;1
1110301;2024;1;1;2023111027;8.5;1
1110302;2024;1;1;2023111027;9.7;1
1110304;2024;1;1;2023111027;6.7;1
1110305;2024;1;1;2023111027;3.5;0
1110401;2024;2;1;2023111027;6.5;1
1110402;2024;2;1;2023111027;9.8;1
1110404;2024;2;1;2023111027;8.2;1
1110501;2025;1;1;2023111027;6.1;1
1110502;2025;1;1;2023111027;8.0;1
1110504;2025;1;1;2023111027;8.6;1
1110601;2025;2;1;2023111027;9.7;1
1110602;2025;2;1;2023111027;9.5;1
1110604;2025;2;1;2023111027;6.4;1
1110701;2026;1;1;2023111027;8.0;1
1110702;2026;1;1;2023111027;8.5;1
1110704;2026;1;1;2023111027;6.8;1
1110801;2026;2;1;2023111027;6.1;1
1110802;2026;2;1;2023111027;7.4;1
1110804;2026;2;1;2023111027;9.8;1
1110101;2023;1;2;2023111028;6.1;1
1110102;2023;1;2;2023111028;9.4;1
1110103;2023;1;2;2023111028;6.1;1
1110104;2023;1;2;2023111028;8.6;1
1110105;2023;1;2;2023111028;8.4;1
1110201;2023;2;1;2023111028;9.8;1
1110202;2023;2;1;2023111028;6.1;1
1110203;2023;2;1;2023111028;6.1;1
1110204;2023;2;1;2023111028;9.3;1
1110205;2023;2;1;2023111028;6.5;1
1110301;2024;1;1;2023111028;7.8;1
1110302;2024;1;1;2023111028;6.3;1
1110303;2024;1;1;2023111028;6.1;1
1110304;2024;1;1;2023111028;9.3;1
1110305;2024;1;1;2023111028;6.9;1
1110401;2024;2;1;2023111028;0.1;0
1110402;2024;2;1;2023111028;6.1;1
1110403;2024;2;1;2023111028;9.1;1
1110404;2024;2;1;2023111028;6.4;1
1110405;2024;2;1;2023111028;8.8;1
1110502;2025;1;1;2023111028;9.8;1
1110503;2025;1;1;2023111028;6.1;1
1110504;2025;1;1;2023111028;9.6;1
1110505;2025;1;1;2023111028;2.5;0
1110602;2025;2;1;2023111028;6.1;1
1110603;2025;2;1;2023111028;8.4;1
1110604;2025;2;1;2023111028;6.2;1
1110702;2026;1;1;2023111028;0.7;0
1110703;2026;1;1;2023111028;9.5;1
1110704;2026;1;1;2023111028;2.1;0
1110803;2026;2;1;2023111028;6.1;1
1110101;2023;1;2;2023111029;7.6;1
1110102;2023;1;2;2023111029;6.1;1
1110103;2023;1;2;2023111029;6.1;1
1110104;2023;1;2;2023111029;7.9;1
1110105;2023;1;2;2023111029;4.3;0
1110101;2023;1;3;2023111030;9.3;1
1110102;2023;1;3;2023111030;6.8;1
1110103;2023;1;3;2023111030;6.5;1
1110104;2023;1;3;2023111030;7.2;1
