id_disciplina;ano;semestre;turma;id_prof;horario;sala
1110201;2026;2;3;11400035;2f-7:30-10:40;ESG-SALA-033
1110202;2023;2;1;11400006;2f-7:30-10:00;ESG-SALA-012
1110202;2023;2;2;11400004;3f-7:30-10:00;ESG-SALA-003
1110202;2024;2;1;11400025;3f-10:00-12:30;ESG-SALA-001
1110202;2024;2;2;11400027;3f-7:30-10:00;ESG-SALA-011
1110202;2025;2;1;11400006;3f-10:00-12:30;ESG-SALA-007
1110202;2025;2;2;11400008;3f-10:00-12:30;ESG-SALA-009
1110202;2026;2;1;11400002;3f-7:30-10:00;ESG-SALA-031
1110202;2026;2;2;11400008;3f-10:00-12:30;ESG-SALA-010
1110202;2026;2;3;11400010;3f-10:00-12:30;ESG-SALA-012
1110203;2023;2;1;11400012;2f-7:30-10:40;ESG-SALA-006
1110203;2023;2;2;11400014;2f-7:30-10:40;ESG-SALA-008
1110203;2024;2;1;11400023;2f-7:30-10:40;ESG-SALA-014
1110203;2024;2;2;11400025;2f-7:30-10:40;ESG-SALA-016
1110203;2025;2;1;11400035;3f-7:30-10:40;ESG-SALA-001
1110203;2025;2;2;11400033;3f-7:30-10:40;ESG-SALA-003
1110203;2026;2;1;11400038;3f-7:30-10:40;ESG-SALA-005
1110203;2026;2;2;11400036;3f-7:30-10:40;ESG-SALA-007
1110203;2026;2;3;11400034;2f-7:30-10:40;ESG-SALA-034
1110204;2023;2;1;11400001;2f-7:30-11:30;ESG-SALA-001
1110204;2023;2;2;11400002;2f-7:30-11:30;ESG-SALA-002
1110204;2024;2;1;11400005;2f-7:30-11:30;ESG-SALA-005
1110204;2024;2;2;11400006;2f-7:30-11:30;ESG-SALA-006
1110204;2025;2;1;11400011;2f-7:30-11:30;ESG-SALA-009
1110204;2025;2;2;11400012;2f-7:30-11:30;ESG-SALA-010
1110204;2026;2;1;11400014;2f-7:30-11:30;ESG-SALA-012
1110204;2026;2;2;11400015;2f-7:30-11:30;ESG-SALA-013
1110204;2026;2;3;11400016;2f-7:30-11:30;ESG-SALA-014
1110205;2023;2;1;11400005;2f-7:30-10:00;ESG-SALA-013
1110205;2023;2;2;11400003;3f-7:30-10:00;ESG-SALA-004
1110205;2024;2;1;11400026;3f-7:30-10:00;ESG-SALA-010
1110205;2024;2;2;11400007;3f-7:30-10:00;ESG-SALA-012
1110205;2025;2;1;11400007;3f-10:00-12:30;ESG-SALA-008
1110205;2025;2;2;11400009;3f-10:00-12:30;ESG-SALA-010
1110205;2026;2;1;11400001;3f-7:30-10:00;ESG-SALA-032
1110205;2026;2;2;11400009;3f-10:00-12:30;ESG-SALA-011
1110205;2026;2;3;11400011;3f-10:00-12:30;ESG-SALA-013
1110301;2024;1;1;11400024;2f-7:30-10:40;ESG-SALA-017
1110301;2024;1;2;11400026;2f-7:30-10:40;ESG-SALA-019
1110301;2025;1;1;11400034;2f-7:30-10:40;ESG-SALA-025
1110301;2025;1;2;11400035;3f-7:30-10:40;ESG-SALA-001
1110301;2026;1;1;11400037;3f-7:30-10:40;ESG-SALA-006
1110301;2026;1;2;11400035;3f-7:30-10:40;ESG-SALA-008
1110301;2027;1;1;11400032;2f-7:30-10:40;ESG-SALA-024
1110301;2027;1;2;11400034;2f-7:30-10:40;ESG-SALA-026
1110302;2024;1;1;11400013;2f-7:30-11:30;ESG-SALA-010
1110302;2024;1;2;11400015;2f-7:30-11:30;ESG-SALA-012
1110302;2025;1;1;11400015;2f-7:30-11:30;ESG-SALA-012
1110302;2025;1;2;11400017;2f-7:30-11:30;ESG-SALA-014
1110302;2026;1;1;11400019;2f-7:30-11:30;ESG-SALA-014
1110302;2026;1;2;11400021;2f-7:30-11:30;ESG-SALA-016
1110302;2027;1;1;11400006;2f-7:30-11:30;ESG-SALA-004
1110302;2027;1;2;11400008;2f-7:30-11:30;ESG-SALA-006
1110303;2024;1;1;11400025;2f-7:30-10:40;ESG-SALA-018
1110303;2024;1;2;11400027;2f-7:30-10:40;ESG-SALA-020
1110303;2025;1;1;11400035;2f-7:30-10:40;ESG-SALA-026
1110303;2025;1;2;11400034;3f-7:30-10:40;ESG-SALA-002
1110303;2026;1;1;11400036;3f-7:30-10:40;ESG-SALA-007
1110303;2026;1;2;11400034;3f-7:30-10:40;ESG-SALA-009
1110303;2027;1;1;11400033;2f-7:30-10:40;ESG-SALA-025
1110303;2027;1;2;11400035;2f-7:30-10:40;ESG-SALA-027
1110304;2024;1;1;11400014;2f-7:30-11:30;ESG-SALA-011
1110304;2024;1;2;11400016;2f-7:30-11:30;ESG-SALA-013
1110304;2025;1;1;11400016;2f-7:30-11:30;ESG-SALA-013
1110304;2025;1;2;11400018;2f-7:30-11:30;ESG-SALA-015
1110304;2026;1;1;11400020;2f-7:30-11:30;ESG-SALA-015
1110304;2026;1;2;11400022;2f-7:30-11:30;ESG-SALA-017
1110304;2027;1;1;11400007;2f-7:30-11:30;ESG-SALA-005
1110304;2027;1;2;11400009;2f-7:30-11:30;ESG-SALA-007
1110305;2024;1;1;11200003;2f-10:00-11:40;ESG-SALA-026
1110305;2024;1;2;11200001;2f-10:00-11:40;ESG-SALA-027
1110305;2025;1;1;11400003;4f-7:30-9:10;ESG-SALA-005
1110305;2025;1;2;11400027;2f-10:00-11:40;ESG-SALA-035
1110305;2026;1;1;11200005;2f-10:00-11:40;ESG-SALA-044
1110305;2026;1;2;11200008;2f-10:00-11:40;ESG-SALA-045
1110305;2027;1;1;11400040;3f-7:30-9:10;ESG-SALA-019
1110305;2027;1;2;11400039;3f-7:30-9:10;ESG-SALA-020
1110401;2024;2;1;11400018;2f-7:30-10:40;ESG-SALA-009
1110401;2024;2;2;11400020;2f-7:30-10:40;ESG-SALA-011
1110401;2025;2;1;11400031;2f-7:30-10:40;ESG-SALA-021
1110401;2025;2;2;11400033;2f-7:30-10:40;ESG-SALA-023
1110401;2026;2;1;11400042;2f-7:30-10:40;ESG-SALA-032
1110401;2026;2;2;11400041;3f-7:30-10:40;ESG-SALA-002
1110401;2027;2;1;11400035;2f-7:30-10:40;ESG-SALA-027
1110401;2027;2;2;11400037;2f-7:30-10:40;ESG-SALA-029
1110402;2024;2;1;11400001;2f-7:30-11:30;ESG-SALA-001
1110402;2024;2;2;11400003;2f-7:30-11:30;ESG-SALA-003
1110402;2025;2;1;11400007;2f-7:30-11:30;ESG-SALA-005
1110402;2025;2;2;11400009;2f-7:30-11:30;ESG-SALA-007
1110402;2026;2;1;11400010;2f-7:30-11:30;ESG-SALA-008
1110402;2026;2;2;11400012;2f-7:30-11:30;ESG-SALA-010
1110402;2027;2;1;11400013;2f-7:30-11:30;ESG-SALA-008
1110402;2027;2;2;11400015;2f-7:30-11:30;ESG-SALA-010
1110403;2024;2;1;11400019;2f-7:30-10:40;ESG-SALA-010
1110403;2024;2;2;11400021;2f-7:30-10:40;ESG-SALA-012
1110403;2025;2;1;11400032;2f-7:30-10:40;ESG-SALA-022
1110403;2025;2;2;11400034;2f-7:30-10:40;ESG-SALA-024
1110403;2026;2;1;11400042;3f-7:30-10:40;ESG-SALA-001
1110403;2026;2;2;11400040;3f-7:30-10:40;ESG-SALA-003
1110403;2027;2;1;11400036;2f-7:30-10:40;ESG-SALA-028
1110403;2027;2;2;11400038;2f-7:30-10:40;ESG-SALA-030
1110404;2024;2;1;11400002;2f-7:30-11:30;ESG-SALA-002
1110404;2024;2;2;11400004;2f-7:30-11:30;ESG-SALA-004
1110404;2025;2;1;11400008;2f-7:30-11:30;ESG-SALA-006
1110404;2025;2;2;11400010;2f-7:30-11:30;ESG-SALA-008
1110404;2026;2;1;11400011;2f-7:30-11:30;ESG-SALA-009
1110404;2026;2;2;11400013;2f-7:30-11:30;ESG-SALA-011
1110404;2027;2;1;11400014;2f-7:30-11:30;ESG-SALA-009
1110404;2027;2;2;11400016;2f-7:30-11:30;ESG-SALA-011
1110405;2024;2;1;11400026;2f-10:20-12:00;ESG-SALA-017
1110405;2024;2;2;11400027;2f-10:20-12:00;ESG-SALA-018
1110405;2025;2;1;11400035;3f-10:40-12:20;ESG-SALA-001
1110405;2025;2;2;11400013;2f-10:50-12:30;ESG-SALA-011
1110405;2026;2;1;11400005;2f-10:00-11:40;ESG-SALA-040
1110405;2026;2;2;11200009;2f-10:00-11:40;ESG-SALA-041
1110405;2027;2;1;11200002;2f-7:30-9:10;ESG-SALA-040
1110405;2027;2;2;11200003;2f-7:30-9:10;ESG-SALA-041
1110501;2025;1;1;11400010;3f-10:00-12:30;ESG-SALA-009
1110501;2025;1;2;11400011;3f-10:00-12:30;ESG-SALA-010
1110501;2026;1;1;11200007;2f-7:30-10:00;ESG-SALA-043
1110501;2026;1;2;11400003;3f-10:00-12:30;ESG-SALA-015
1110501;2027;1;1;11400004;3f-7:30-10:00;ESG-SALA-007
1110501;2027;1;2;11400003;2f-7:30-10:00;ESG-SALA-035
1110501;2028;1;1;11400017;3f-7:30-10:00;ESG-SALA-001
1110501;2028;1;2;11400016;3f-7:30-10:00;ESG-SALA-002
1110502;2025;1;1;11400028;2f-7:30-10:40;ESG-SALA-019
1110502;2025;1;2;11400031;2f-7:30-10:40;ESG-SALA-022
1110502;2026;1;1;11400042;2f-7:30-10:40;ESG-SALA-031
1110502;2026;1;2;11400040;3f-7:30-10:40;ESG-SALA-003
1110502;2027;1;1;11400026;2f-7:30-10:40;ESG-SALA-018
1110502;2027;1;2;11400029;2f-7:30-10:40;ESG-SALA-021
1110502;2028;1;1;11400020;2f-7:30-10:40;ESG-SALA-015
1110502;2028;1;2;11400023;2f-7:30-10:40;ESG-SALA-018
1110503;2025;1;1;11400013;2f-7:30-11:30;ESG-SALA-010
1110503;2025;1;2;11400014;2f-7:30-11:30;ESG-SALA-011
1110503;2026;1;1;11400017;2f-7:30-11:30;ESG-SALA-012
1110503;2026;1;2;11400018;2f-7:30-11:30;ESG-SALA-013
1110503;2027;1;1;11400004;2f-7:30-11:30;ESG-SALA-002
1110503;2027;1;2;11400005;2f-7:30-11:30;ESG-SALA-003
1110503;2028;1;1;11400006;2f-7:30-11:30;ESG-SALA-003
1110503;2028;1;2;11400007;2f-7:30-11:30;ESG-SALA-004
1110504;2025;1;1;11400029;2f-7:30-10:40;ESG-SALA-020
1110504;2025;1;2;11400032;2f-7:30-10:40;ESG-SALA-023
1110504;2026;1;1;11400042;3f-7:30-10:40;ESG-SALA-001
1110504;2026;1;2;11400039;3f-7:30-10:40;ESG-SALA-004
1110504;2027;1;1;11400027;2f-7:30-10:40;ESG-SALA-019
1110504;2027;1;2;11400030;2f-7:30-10:40;ESG-SALA-022
1110504;2028;1;1;11400021;2f-7:30-10:40;ESG-SALA-016
1110504;2028;1;2;11400024;2f-7:30-10:40;ESG-SALA-019
1110505;2025;1;1;11400030;2f-7:30-10:40;ESG-SALA-021
1110505;2025;1;2;11400033;2f-7:30-10:40;ESG-SALA-024
1110505;2026;1;1;11400041;3f-7:30-10:40;ESG-SALA-002
1110505;2026;1;2;11400038;3f-7:30-10:40;ESG-SALA-005
1110505;2027;1;1;11400028;2f-7:30-10:40;ESG-SALA-020
1110505;2027;1;2;11400031;2f-7:30-10:40;ESG-SALA-023
1110505;2028;1;1;11400022;2f-7:30-10:40;ESG-SALA-017
1110505;2028;1;2;11400025;2f-7:30-10:40;ESG-SALA-020
1110601;2025;2;1;11400025;2f-7:30-10:40;ESG-SALA-015
1110601;2025;2;2;11400028;2f-7:30-10:40;ESG-SALA-018
1110601;2026;2;1;11400036;2f-7:30-10:40;ESG-SALA-026
1110601;2026;2;2;11400039;2f-7:30-10:40;ESG-SALA-029
1110601;2027;2;1;11400029;2f-7:30-10:40;ESG-SALA-021
1110601;2027;2;2;11400032;2f-7:30-10:40;ESG-SALA-024
1110601;2028;2;1;11400026;2f-7:30-10:40;ESG-SALA-019
1110601;2028;2;2;11400029;2f-7:30-10:40;ESG-SALA-022
1110602;2025;2;1;11400026;2f-7:30-10:40;ESG-SALA-016
1110602;2025;2;2;11400029;2f-7:30-10:40;ESG-SALA-019
1110602;2026;2;1;11400037;2f-7:30-10:40;ESG-SALA-027
1110602;2026;2;2;11400040;2f-7:30-10:40;ESG-SALA-030
1110602;2027;2;1;11400030;2f-7:30-10:40;ESG-SALA-022
1110602;2027;2;2;11400033;2f-7:30-10:40;ESG-SALA-025
1110602;2028;2;1;11400027;2f-7:30-10:40;ESG-SALA-020
1110602;2028;2;2;11400030;2f-7:30-10:40;ESG-SALA-023
1110603;2025;2;1;11400027;2f-7:30-10:40;ESG-SALA-017
1110603;2025;2;2;11400030;2f-7:30-10:40;ESG-SALA-020
1110603;2026;2;1;11400038;2f-7:30-10:40;ESG-SALA-028
1110603;2026;2;2;11400041;2f-7:30-10:40;ESG-SALA-031
1110603;2027;2;1;11400031;2f-7:30-10:40;ESG-SALA-023
1110603;2027;2;2;11400034;2f-7:30-10:40;ESG-SALA-026
1110603;2028;2;1;11400028;2f-7:30-10:40;ESG-SALA-021
1110603;2028;2;2;11400031;2f-7:30-10:40;ESG-SALA-024
1110604;2025;2;1;11400005;2f-7:30-11:30;ESG-SALA-003
1110604;2025;2;2;11400006;2f-7:30-11:30;ESG-SALA-004
1110604;2026;2;1;11400008;2f-7:30-11:30;ESG-SALA-006
1110604;2026;2;2;11400009;2f-7:30-11:30;ESG-SALA-007
1110604;2027;2;1;11400011;2f-7:30-11:30;ESG-SALA-006
1110604;2027;2;2;11400012;2f-7:30-11:30;ESG-SALA-007
1110604;2028;2;1;11400013;2f-7:30-11:30;ESG-SALA-007
1110604;2028;2;2;11400014;2f-7:30-11:30;ESG-SALA-008
1110605;2025;2;1;11400001;3f-7:30-10:00;ESG-SALA-022
1110605;2025;2;2;11400005;3f-10:00-12:30;ESG-SALA-006
1110605;2026;2;1;11400042;4f-7:30-10:00;ESG-SALA-004
1110605;2026;2;2;11400003;3f-7:30-10:00;ESG-SALA-030
1110605;2027;2;1;11400030;3f-10:00-12:30;ESG-SALA-001
1110605;2027;2;2;11400031;3f-10:00-12:30;ESG-SALA-002
1110605;2028;2;1;11400022;3f-7:30-10:00;ESG-SALA-001
1110605;2028;2;2;11400021;3f-7:30-10:00;ESG-SALA-002
1110701;2026;1;1;11400034;2f-7:30-10:40;ESG-SALA-023
1110701;2026;1;2;11400038;2f-7:30-10:40;ESG-SALA-027
1110701;2027;1;1;11400018;2f-7:30-10:40;ESG-SALA-010
1110701;2027;1;2;11400022;2f-7:30-10:40;ESG-SALA-014
1110701;2028;1;1;11400012;2f-7:30-10:40;ESG-SALA-007
1110701;2028;1;2;11400016;2f-7:30-10:40;ESG-SALA-011
1110701;2029;1;1;11400009;2f-7:30-10:40;ESG-SALA-005
1110701;2029;1;2;11400013;2f-7:30-10:40;ESG-SALA-009
1110702;2026;1;1;11400035;2f-7:30-10:40;ESG-SALA-024
1110702;2026;1;2;11400039;2f-7:30-10:40;ESG-SALA-028
1110702;2027;1;1;11400019;2f-7:30-10:40;ESG-SALA-011
1110702;2027;1;2;11400023;2f-7:30-10:40;ESG-SALA-015
1110702;2028;1;1;11400013;2f-7:30-10:40;ESG-SALA-008
1110702;2028;1;2;11400017;2f-7:30-10:40;ESG-SALA-012
1110702;2029;1;1;11400010;2f-7:30-10:40;ESG-SALA-006
1110702;2029;1;2;11400014;2f-7:30-10:40;ESG-SALA-010
1110703;2026;1;1;11400036;2f-7:30-10:40;ESG-SALA-025
1110703;2026;1;2;11400040;2f-7:30-10:40;ESG-SALA-029
1110703;2027;1;1;11400020;2f-7:30-10:40;ESG-SALA-012
1110703;2027;1;2;11400024;2f-7:30-10:40;ESG-SALA-016
1110703;2028;1;1;11400014;2f-7:30-10:40;ESG-SALA-009
1110703;2028;1;2;11400018;2f-7:30-10:40;ESG-SALA-013
1110703;2029;1;1;11400011;2f-7:30-10:40;ESG-SALA-007
1110703;2029;1;2;11400015;2f-7:30-10:40;ESG-SALA-011
1110704;2026;1;1;11400037;2f-7:30-10:40;ESG-SALA-026
1110704;2026;1;2;11400041;2f-7:30-10:40;ESG-SALA-030
1110704;2027;1;1;11400021;2f-7:30-10:40;ESG-SALA-013
1110704;2027;1;2;11400025;2f-7:30-10:40;ESG-SALA-017
1110704;2028;1;1;11400015;2f-7:30-10:40;ESG-SALA-010
1110704;2028;1;2;11400019;2f-7:30-10:40;ESG-SALA-014
1110704;2029;1;1;11400012;2f-7:30-10:40;ESG-SALA-008
1110704;2029;1;2;11400016;2f-7:30-10:40;ESG-SALA-012
1110705;2026;1;1;11400028;2f-7:30-10:50;ESG-SALA-021
1110705;2026;1;2;11400029;2f-7:30-10:50;ESG-SALA-022
1110705;2027;1;1;11400012;2f-7:30-10:50;ESG-SALA-008
1110705;2027;1;2;11400013;2f-7:30-10:50;ESG-SALA-009
1110705;2028;1;1;11400010;2f-7:30-10:50;ESG-SALA-005
1110705;2028;1;2;11400011;2f-7:30-10:50;ESG-SALA-006
1110705;2029;1;1;11400007;2f-7:30-10:50;ESG-SALA-003
1110705;2029;1;2;11400008;2f-7:30-10:50;ESG-SALA-004
1110801;2026;2;1;11400006;2f-7:30-11:40;ESG-SALA-004
1110801;2026;2;2;11400007;2f-7:30-11:40;ESG-SALA-005
1110801;2027;2;1;11400009;2f-7:30-11:40;ESG-SALA-004
1110801;2027;2;2;11400010;2f-7:30-11:40;ESG-SALA-005
1110801;2028;2;1;11400011;2f-7:30-11:40;ESG-SALA-005
1110801;2028;2;2;11400012;2f-7:30-11:40;ESG-SALA-006
1110801;2029;2;1;11400009;2f-7:30-11:40;ESG-SALA-003
1110801;2029;2;2;11400010;2f-7:30-11:40;ESG-SALA-004
1110802;2026;2;1;11400017;2f-7:30-11:15;ESG-SALA-015
1110802;2026;2;2;11400019;2f-7:30-11:15;ESG-SALA-017
1110802;2027;2;1;11400017;2f-7:30-11:15;ESG-SALA-012
1110802;2027;2;2;11400019;2f-7:30-11:15;ESG-SALA-014
1110802;2028;2;1;11400015;2f-7:30-11:15;ESG-SALA-009
1110802;2028;2;2;11400017;2f-7:30-11:15;ESG-SALA-011
1110802;2029;2;1;11400011;2f-7:30-11:15;ESG-SALA-005
1110802;2029;2;2;11400013;2f-7:30-11:15;ESG-SALA-007
1110803;2026;2;1;11400018;2f-7:30-11:15;ESG-SALA-016
1110803;2026;2;2;11400020;2f-7:30-11:15;ESG-SALA-018
1110803;2027;2;1;11400018;2f-7:30-11:15;ESG-SALA-013
1110803;2027;2;2;11400020;2f-7:30-11:15;ESG-SALA-015
1110803;2028;2;1;11400016;2f-7:30-11:15;ESG-SALA-010
1110803;2028;2;2;11400018;2f-7:30-11:15;ESG-SALA-012
1110803;2029;2;1;11400012;2f-7:30-11:15;ESG-SALA-006
1110803;2029;2;2;11400014;2f-7:30-11:15;ESG-SALA-008
1110804;2026;2;1;11400030;2f-7:30-10:50;ESG-SALA-024
1110804;2026;2;2;11400031;2f-7:30-10:50;ESG-SALA-025
1110804;2027;2;1;11400025;2f-7:30-10:50;ESG-SALA-019
1110804;2027;2;2;11400026;2f-7:30-10:50;ESG-SALA-020
1110804;2028;2;1;11400024;2f-7:30-10:50;ESG-SALA-017
1110804;2028;2;2;11400025;2f-7:30-10:50;ESG-SALA-018
1110804;2029;2;1;11400019;2f-7:30-10:50;ESG-SALA-011
1110804;2029;2;2;11400020;2f-7:30-10:50;ESG-SALA-012
1120101;2023;1;1;11400006;3f-19:00-20:40;ESG-SALA-017
1120101;2023;1;2;11400001;4f-19:00-20:40;ESG-SALA-006
1120101;2023;1;3;11400002;4f-19:00-20:40;ESG-SALA-007
1120101;2024;1;1;11400020;6f-19:00-20:40;ESG-SALA-002
1120101;2024;1;2;11400019;4f-19:00-20:40;ESG-SALA-012
1120101;2024;1;3;11400018;3f-19:00-20:40;ESG-SALA-024
1120101;2025;1;1;11200006;3f-19:00-20:40;ESG-SALA-036
1120101;2025;1;2;11200006;3f-20:40-22:20;ESG-SALA-027
1120101;2025;1;3;11200007;2f-19:00-20:40;ESG-SALA-040
1120101;2026;1;1;11400003;2f-19:00-20:40;ESG-SALA-050
1120101;2026;1;2;11400004;3f-19:00-20:40;ESG-SALA-039
1120101;2026;1;3;11400005;3f-19:00-20:40;ESG-SALA-040
1120102;2023;1;1;11400010;2f-19:00-21:30;ESG-SALA-013
1120102;2023;1;2;11400001;3f-19:00-21:30;ESG-SALA-005
1120102;2023;1;3;11400015;3f-19:00-21:30;ESG-SALA-011
1120102;2024;1;1;11400023;3f-19:00-21:30;ESG-SALA-004
1120102;2024;1;2;11400012;2f-19:00-21:30;ESG-SALA-027
1120102;2024;1;3;11200001;2f-19:00-21:30;ESG-SALA-030
1120102;2025;1;1;11400027;4f-19:00-21:30;ESG-SALA-004
1120102;2025;1;2;11400021;3f-19:00-21:30;ESG-SALA-012
1120102;2025;1;3;11400032;3f-19:00-21:30;ESG-SALA-018
1120102;2026;1;1;11400037;3f-19:00-21:30;ESG-SALA-017
1120102;2026;1;2;11400033;4f-19:00-21:30;ESG-SALA-006
1120102;2026;1;3;11400022;3f-19:00-21:30;ESG-SALA-022
1120103;2023;1;1;11400011;2f-19:00-21:30;ESG-SALA-014
1120103;2023;1;2;11400002;3f-19:00-21:30;ESG-SALA-006
1120103;2023;1;3;11400014;3f-19:00-21:30;ESG-SALA-012
1120103;2024;1;1;11400007;3f-19:00-21:30;ESG-SALA-005
1120103;2024;1;2;11400004;3f-19:00-21:30;ESG-SALA-008
1120103;2024;1;3;11400001;3f-19:00-21:30;ESG-SALA-011
1120103;2025;1;1;11400026;4f-19:00-21:30;ESG-SALA-005
1120103;2025;1;2;11400020;3f-19:00-21:30;ESG-SALA-013
1120103;2025;1;3;11400031;3f-19:00-21:30;ESG-SALA-019
1120103;2026;1;1;11400036;2f-19:00-21:30;ESG-SALA-046
1120103;2026;1;2;11400032;4f-19:00-21:30;ESG-SALA-007
1120103;2026;1;3;11400021;3f-19:00-21:30;ESG-SALA-023
1120104;2023;1;1;11400012;2f-19:00-21:30;ESG-SALA-015
1120104;2023;1;2;11400003;3f-19:00-21:30;ESG-SALA-007
1120104;2023;1;3;11400012;3f-19:00-21:30;ESG-SALA-013
1120104;2024;1;1;11400008;3f-19:00-21:30;ESG-SALA-006
1120104;2024;1;2;11400005;3f-19:00-21:30;ESG-SALA-009
1120104;2024;1;3;11400002;3f-19:00-21:30;ESG-SALA-012
1120104;2025;1;1;11400025;4f-19:00-21:30;ESG-SALA-006
1120104;2025;1;2;11400019;3f-19:00-21:30;ESG-SALA-014
1120104;2025;1;3;11400030;3f-19:00-21:30;ESG-SALA-020
1120104;2026;1;1;11400035;2f-19:00-21:30;ESG-SALA-047
1120104;2026;1;2;11400031;4f-19:00-21:30;ESG-SALA-008
1120104;2026;1;3;11400020;3f-19:00-21:30;ESG-SALA-024
1120105;2023;1;1;11400004;3f-19:00-21:30;ESG-SALA-004
1120105;2023;1;2;11400013;3f-19:00-21:30;ESG-SALA-008
